video_id,title,channel_name,channel_id,source_query,source_group,dataset_sources,channel_handle,published_time,view_count_text,description_snippet,video_url,query_hits,keywords,description,view_count,publish_date,upload_date,category,owner_handle
On7jqOm1bpg,🌟Seguimos avanzando🌱,CIV -Ministerio de Comunicaciones,UCAutgrPkiLhZxTB-Ujje1fw,Ministerio de Comunicaciones Guatemala,official_gov,youtube_guatemala_lab.csv,/@CIV_Guatemala,hace 1 año,10 vistas,Seguimos avanzando   El #CIV está listo para mostrar lo que ha construido con bases sólidas. Seguimos avanzando en busca ...,https://www.youtube.com/watch?v=On7jqOm1bpg,"[""Ministerio de Comunicaciones Guatemala""]",[],"🌟Seguimos avanzando🌱 

El #CIV está listo para mostrar lo que ha construido con bases sólidas. Seguimos avanzando en busca del desarrollo y la modernidad🙌. 

¡Espera este 14 de enero para ver el camino hacia un futuro mejor!. 🚜✨

 #AlgoSólidoEstáBrotando",10,2025-01-10T11:58:03-08:00,2025-01-10T11:58:03-08:00,News & Politics,/@CIV_Guatemala
Oy6sKBhduu4,"Realizan Reunión Ordinaria de #CODEDE, 25 de febrero 2025.",Camarita Castro GT,UC_ONTY8RI6b-VqB-dhQ5qBQ,@GobiernodelaRepublicadeGuatema,topic,youtube_target_channels.csv,/@camaritacastrogt,hace 1 año,84 vistas,Realizan Reunión Ordinaria de #CODEDE en el Segundo Nivel de Gobernación Departamental de #Jutiapa.,https://www.youtube.com/watch?v=Oy6sKBhduu4,"[""@GobiernodelaRepublicadeGuatema""]",[],"Realizan Reunión Ordinaria de #CODEDE en el Segundo Nivel de Gobernación Departamental de #Jutiapa.

#DianitaHerreraZepeda 
‎@bernardoarevalogt
@GobiernodelaRepublicadeGuatema",84,2025-02-25T23:18:35-08:00,2025-02-25T23:18:35-08:00,People & Blogs,/@camaritacastrogt
Oztw_Hta52I,TRAFICO EN GUATEMALA,CHAPINISIMO,UC6ZUGqkstVjgNPvxtb90d8A,guatemala trafico,topic,youtube_guatemala.csv | youtube_guatemala_plus.csv,/@angelvasquez7611,hace 5 años,"2,326 vistas",una descripción de como es el tránsito en cuida guatemala.,https://www.youtube.com/watch?v=Oztw_Hta52I,"[""guatemala trafico""]",[],una descripción de como es el tránsito en cuida guatemala,2326,2021-07-27T10:07:43-07:00,2021-07-27T10:07:43-07:00,Entertainment,/@angelvasquez7611
PMaSDoG0H1U,¿Adiós al tráfico? Así es la nueva carretera Radial 6 para Guatemala,La Red 1061,UCMJ_FUWKr7PyXfvY55BdGZg,guatemala trafico,topic,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@laredguatemala,hace 12 días,60 vistas,"Cansado del tráfico entre la Ciudad de Guatemala, San Lucas y Antigua Guatemala? En esta entrevista se analiza a fondo el ...",https://www.youtube.com/watch?v=PMaSDoG0H1U,"[""guatemala trafico""]","[""guatemala"", ""la red noticias"", ""la red 106.1"", ""noticias guatemala"", ""noticias de guatemala"", ""La Red 1061""]","¿Cansado del tráfico entre la Ciudad de Guatemala, San Lucas y Antigua Guatemala? En esta entrevista se analiza a fondo el proyecto de infraestructura Radial 6, impulsado a través de la ANADIE y la iniciativa Guatemala No Se Detiene.

Puntos clave de la entrevista:

¿Qué es la Radial 6? La propuesta vial diseñada como ruta alternativa para reducir la congestión en la carretera Interamericana y descongestionar el paso de vehículos hacia la capital.

Impacto directo: Beneficios para miles de conductores diarios y el impulso al turismo interno y comercio local al reducir tiempos de traslado.

Calidad y plazos: La importancia de realizar estudios técnicos sólidos con apoyo de la banca multilateral para garantizar una obra duradera y transparente.

Continuidad del proyecto: Estrategias legales y sociales para blindar las grandes obras de infraestructura frente a los cambios de gobierno.

Invitado: Lizardo Bolaños, Coordinador Técnico de Guatemala No Se Detiene.

🔔 ¡Suscríbete al canal, activa las notificaciones y déjanos tu comentario! ¿Consideras que la Radial 6 resolverá el problema del tráfico en la región metropolitana?",60,2026-08-19T10:38:21-07:00,2026-08-19T10:38:21-07:00,News & Politics,/@laredguatemala
Pg1qw0KJI4E,"Surgen detalles de la masacre en Boca del Monte: madre de un bombero e influencer, entre víctimas",PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,guatemala noticias,topic,youtube_guatemala_lab.csv,/@PrensaLibreOficial,hace 1 mes,"20,503 vistas",La investigación por la masacre ocurrida en Boca del Monte continúa mientras surgen nuevos detalles sobre las víctimas.,https://www.youtube.com/watch?v=Pg1qw0KJI4E,"[""guatemala noticias""]","[""noticias Guatemala"", ""noticias Guatemala en vivo"", ""noticias última hora"", ""Guatemala""]","La investigación por la masacre ocurrida en Boca del Monte continúa mientras surgen nuevos detalles sobre las víctimas. Entre las siete personas fallecidas se encuentra María Eugenia Reyes Morales, madre del creador de contenido ""El Pako GT"". El ataque ocurrió durante la celebración de un cumpleaños

Imágenes e información: Bomberos Voluntarios y Maybaall Saucedo.

Lea más en Prensalibre.com
----------------------------
Busque más información de Guatemala y el mundo en  
https://www.prensalibre.com
https://www.facebook.com/prensalibregt
https://twitter.com/prensa_libre
https://www.instagram.com/prensa_libre
https://www.tiktok.com/@prensalibregt",20503,2026-07-26T20:21:50-07:00,2026-07-26T20:21:50-07:00,News & Politics,/@PrensaLibreOficial
PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@GobiernodeGuatemala,topic,PjmxCj-a9Hg.csv | target_small_listing.csv | youtube_guatemala_plus.csv | youtube_lab_targets.csv | youtube_lab_targets_small.csv | youtube_target_channels.csv,/@GobiernodelaRepublicadeGuatema,Transmitido hace 1 año,"3,628 vistas",Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,https://www.youtube.com/watch?v=PjmxCj-a9Hg,"[""@GobiernodeGuatemala""]",[],Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,3628,2025-08-11T20:14:15-07:00,2025-08-11T20:14:15-07:00,Entertainment,/@GobiernodelaRepublicadeGuatema
Q-MNTYsZgk4,¿Qué ha pasado con la contaminación del aire?,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@quorumgt/videos,channel,quorum_channel.csv | quorum_complete.csv | youtube_guatemala_plus.csv,/@quorumgt,,,Nuestros colegas de @ConCriteriogt entrevistaron a Pia Flores para conocer los avances en la investigación sobre los responsables de la contaminación del aire que está afectando a las y los vecinos en Villa Nueva y en zo,https://www.youtube.com/watch?v=Q-MNTYsZgk4,"[""@quorumgt/videos""]",[],Nuestros colegas de @ConCriteriogt entrevistaron a Pia Flores para conocer los avances en la investigación sobre los responsables de la contaminación del aire que está afectando a las y los vecinos en Villa Nueva y en zona 12 de la Ciudad de Guatemala.,45,2025-07-28T08:10:17-07:00,2025-07-28T08:10:17-07:00,News & Politics,/@quorumgt
Q7j1OUxkn9w,Dañan puerta del área de parqueo del Congreso,InfoGT Noticias,UCmoP9Lvc92Bsl4Vu90kv9GQ,@quorumgt,topic,quorum_extra.csv | youtube_target_channels.csv,/@infogtnoticias1325,hace 4 a,"4,725 vistas",Momento en que veteranos militares dañan portón del área de parqueo del Congreso de la República durante una manifestación ...,https://www.youtube.com/watch?v=Q7j1OUxkn9w,"[""@quorumgt""]",[],"Momento en que veteranos militares dañan portón del área de parqueo del Congreso de la República durante una manifestación el 19 de octubre de 2021. 
Video: @QuorumGT",4725,2021-10-19T15:05:30-07:00,2021-10-19T15:05:30-07:00,People & Blogs,/@infogtnoticias1325
Q7nhEeibBK4,Desfile navideño 2024  -   @MunicipalidaddeGuatemala-1551,ALIS MOLINA CREA,UCbKjY2f2sGaghyrIeqjZvmg,@MunicipalidaddeGuatemala-1551,topic,youtube_target_channels.csv,/@ALISMOLINACREA,hace 1 año,255 vistas,GUATEMALA 18/11/2024Disfrutando de el desfile navideño realizado por Municipalidad de Guatemala en colonia el paraíso 2 ...,https://www.youtube.com/watch?v=Q7nhEeibBK4,"[""@MunicipalidaddeGuatemala-1551""]",[],"GUATEMALA  18/11/2024Disfrutando de el desfile navideño realizado por Municipalidad de Guatemala en colonia el paraíso 2 zona 18 
@MunicipalidaddeGuatemala-1551 
Espero también les guste el video suscríbete

Tambien puedes disfrutar de otro de mis Videos 
https://www.youtube.com/watch?v=X9f6dDs6TTc



Video informativo 

https://youtu.be/BOnCsCMrnMU?si=cYOtyT9EZrtv-a8j",255,2024-11-19T19:32:49-08:00,2024-11-19T19:32:49-08:00,Entertainment,/@ALISMOLINACREA
QUG4etpjgos,Guatemala Habla sobre la seguridad en el país,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,guatemala seguridad,topic,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@dcaguatemala,hace 2 años,35 vistas,Qué estrategias está realizando el gobierno para brindar seguridad? :::Diario de Centro América::: http://dca.gob.gt.,https://www.youtube.com/watch?v=QUG4etpjgos,"[""guatemala seguridad""]","[""Centroamérica"", ""Guatemala"", ""Noticias"", ""Nacionales"", ""Diario de Centro América"", ""Gobierno"", ""Recomendados"", ""Destacados""]","¿Qué estrategias está realizando el gobierno para brindar seguridad?

:::Diario de Centro América:::
http://dca.gob.gt",35,2024-08-09T16:45:29-07:00,2024-08-09T16:45:29-07:00,News & Politics,/@dcaguatemala
Qc_oHqe4Cjc,QUÉ GUARDAS EN LA CINTURA?  🔫🥕🥓🐷🤔@lilyvlogs6899 @ElJuanete1987 @Soychap1n @SimplementeFlori,CANALES ROBOS Y MENTIRAS 💰🧐,UCzwR2o8LFAgAMfO0KIcFh0A,@GobiernodelaRepublicadeGuatema,topic,youtube_target_channels.csv,/@robosymentiras,hace 10 meses,"2,166 vistas","30.000 Q DICES QUE CUESTA ESE PEPINO QUE TIENES EN EL LATERAL, QUE BIEN LE HABRIA VENIDO QUE SE LO ...",https://www.youtube.com/watch?v=Qc_oHqe4Cjc,"[""@GobiernodelaRepublicadeGuatema""]","[""@Belén-s6f"", ""@elizabethmuñoz-y5k"", ""@sagrariobarbosa8398"", ""@gerardojb3051"", ""@maritzamachuca2719"", ""@delcydiaz8637"", ""@brigidalopez1688"", ""@mariacisneros2000"", ""@lupitahernandez7305"", ""@Janesky1203"", ""@centronuestrasradelrosario5801"", ""@blancaolivagrajalesgallon2695"", ""@barrerapatty1738"", ""@sofy024"", ""@juaniskay03"", ""@LaTíaBarbie"", ""@rhinaquinonez9603"", ""@heliamercanton4069"", ""@JuanitaRios-t8b"", ""@albaastorga8110"", ""@AnaAna-qb5rb"", ""@Davidchapin-fz7co@piliblanco738"", ""@La_fan_de_Timbavk"", ""@mariavalencia9351"", ""@Elia-e5f3p"", ""@milagrosdiaz7036"", ""@lucilaylossinar""]","‪ ‪30.000 Q DICES QUE CUESTA ESE PEPINO 🔫QUE TIENES EN EL LATERAL, QUE BIEN LE HABRIA VENIDO QUE SE LO DIERAS A LUCILA PARA SU CASA🏡 🏘 EN ESE TERRENO SIN ESCRITURAS A SI CUANDO LAS SUSCRIPTORAS SE DEN CUENTA QUE LES HAS ESTAFADO AL MENOS SABRAN QUE NO SOLO ELLAS APORTARON DE SU DINERO ¿NO CREEN? 

@mitoteandoconmoni   ‪‪@FUERZAMAYA    #davidchapin #estadosunidos  #guatemala  #noticias #canalesrobosymentiras
 #viral #viralvideo #viraltiktok #foryoupage  #fypシ゚viral   #sat #fypyoutube #fypp #mrcharlie #quechilero  #mpgtv 
#estafa #estadosunidos #guatemala #españa #salvador #mexico #todos ‪@‬ #sat #noticias #canalrobosymentiras 

 ‬  ‪@Lasverdadesdeuncamaron     ‪ ‪@elultimotren    ‪@MrCharly1   ‪    ‪ ‪@DAVIDCHAPIN10     ‪ ‪@Anas-de-guate     ‪@elprimomanolo9593‬          ‪@Maiti-h8p‬   ‪@CronosTime‬    ‪ ‪@soyflaco‬    ‪ ‪@noticias‬     ‪@univisionnoticias‬  ‪@univision‬    ‬ ‪ ‪@GobiernodelaRepublicadeGuatema‬    ‪ ‪@T13NoticiasGuatemala       ‪@lidiamoreno2319    ‪ ‪@MiltonDanielBarillasMonzon‬  ​  ‪@florianaserrano6302  ‪@VideosChapin‬    ‪@WilderJuracan‬  ⁨‪@procuraduriageneraldelanac5244 
 ⁨‪@MinisterioPúblicoGuatemalaCA‬    ⁨‪@TN23TodoNoticias‬    ⁨‪@pncguatemala9792     ⁨‪@pncdeguatemala9887‬   ‪@videosalochapin4241‬ @Canal3Guatemala @chapintv6574",2166,2025-10-24T13:25:04-07:00,2025-10-24T13:25:04-07:00,People & Blogs,/@robosymentiras
R-fRv_WoZOE,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@GobiernodeGuatemala,topic,youtube_lab_targets.csv | youtube_target_channels.csv,/@GobiernodelaRepublicadeGuatema,Transmitido hace 9 meses,"1,284 vistas",Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT.,https://www.youtube.com/watch?v=R-fRv_WoZOE,"[""@GobiernodeGuatemala""]",[],Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,1284,2025-11-10T19:48:09-08:00,2025-11-10T19:48:09-08:00,Entertainment,/@GobiernodelaRepublicadeGuatema
RIpKKQh26cg,Ejército de Guatemala descubre túnel para fuga masiva en penal de Pavón,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,guatemala noticias,topic,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@TN23TodoNoticias,hace 5 días,"29,782 vistas",Las autoridades hallaron un túnel en construcción dentro del sistema penitenciario de Pavón que pretendía facilitar una fuga ...,https://www.youtube.com/watch?v=RIpKKQh26cg,"[""guatemala noticias""]","[""Actualidad"", ""ChapinTV"", ""Ejército de Guatemala"", ""Fuga masiva"", ""Guatemala"", ""Noticias"", ""Noticias de Guatemala"", ""Pavón Guatemala"", ""Programa completo"", ""Sistema penitenciario"", ""TN23 Estelar"", ""Túnel en cárcel"", ""TN23"", ""información"", ""noticias""]","Las autoridades hallaron un túnel en construcción dentro del sistema penitenciario de Pavón que pretendía facilitar una fuga masiva de reos. El descubrimiento se produjo durante una requisa del Ejército de Guatemala que contabilizó a toda la población reclusa.  

El túnel aún no tenía orificio de salida, pero se encaminaba hacia la malla perimetral del centro de privación de libertad. El director del sistema penitenciario ingresó al recinto para recibir el informe y luego ofrecer una conferencia de prensa con los detalles. 

El Ejército detectó la construcción mediante labores de inteligencia tras requisas continuas realizadas en los últimos meses. La conferencia de prensa contará con la presencia de agencias internacionales y medios de comunicación nacionales.",29782,2026-08-26T16:00:06-07:00,2026-08-26T16:00:06-07:00,News & Politics,/@TN23TodoNoticias
RjG-y7Y2-k4,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,Gobierno de Guatemala,topic,youtube_target_channels.csv,/@dcaguatemala,Transmitido hace 4 meses,239 vistas,"Conferencia de prensa del Gobierno de Guatemala, La Ronda",https://www.youtube.com/watch?v=RjG-y7Y2-k4,"[""Gobierno de Guatemala""]",[],"Conferencia de prensa del Gobierno de Guatemala, La Ronda",239,2026-04-21T00:14:15-07:00,2026-04-21T00:14:15-07:00,News & Politics,/@dcaguatemala
Rk-3ks9mh3o,CIV ✔️ garantiza transparencia 🔍 y rendición de cuentas📝,CIV -Ministerio de Comunicaciones,UCAutgrPkiLhZxTB-Ujje1fw,Ministerio de Comunicaciones Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_plus.csv,/@CIV_Guatemala,hace 2 años,21 vistas,"El Ministerio de Comunicaciones, Infraestructura y Vivienda #CIV ✔️ garantiza transparencia y rendición de cuentas  en la ...",https://www.youtube.com/watch?v=Rk-3ks9mh3o,"[""Ministerio de Comunicaciones Guatemala""]",[],"El Ministerio de Comunicaciones, Infraestructura y Vivienda #CIV ✔️ garantiza transparencia 🔍 y rendición de cuentas📝en la recuperación de la red vial🛣️ 🚧. Cada centavo 💵 será invertido en tecnología avanzada 🏗️ y puentes Bailey 🌉, en proyectos que beneficien a la población, asegurando una gestión eficiente 📊 📁 👷‍♂️ y honesta de los recursos✍.",21,2024-07-09T11:35:29-07:00,2024-07-09T11:35:29-07:00,News & Politics,/@CIV_Guatemala
ShYWqmOpjFk,Ministro de Comunicaciones reitera sobre avances en ruta Palín-Escuintla,La Hora,UCrAoF9-9Vvb9_zK0t-m2Rhg,Ministerio de Comunicaciones Guatemala,official_gov,youtube_guatemala_lab.csv,/@lahoragt,hace 1 año,242 vistas,"El titular del Ministerio de Comunicaciones, Infraestructura y Vivienda (CIV), Miguel Ángel Díaz Bobadilla, dio a conocer los ...",https://www.youtube.com/watch?v=ShYWqmOpjFk,"[""Ministerio de Comunicaciones Guatemala""]",[],"El titular del Ministerio de Comunicaciones, Infraestructura y Vivienda (CIV), Miguel Ángel Díaz Bobadilla, dio a conocer los avances acerca de los trabajos en el kilómetro 44 de la ruta Palín, Escuintla, así como otros proyectos en la zona.

Puedes seguirnos:
Web | https://lahora.gt
Facebook | https://www.facebook.com/lahoraguatemala
Twitter | https://twitter.com/lahoragt
Instagram | https://www.instagram.com/lahora.gt/
LinkedIn | https://www.linkedin.com/company/lahora/
____

La Hora en Minutos
Puedes formar parte de nuestra comunidad y recibir el resumen del día: https://lahora.gt/suscribete/",242,2025-01-20T09:24:09-08:00,2025-01-20T09:24:09-08:00,News & Politics,/@lahoragt
SryjaiL2B4Q,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,Diario de Centro América,UCaivrAhro2BpsJdrPe-IyRg,Gobierno de Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv | youtube_target_channels.csv,/@dcaguatemala,Transmitido hace 2 meses,352 vistas,"Conferencia de prensa del Gobierno de Guatemala, La Ronda",https://www.youtube.com/watch?v=SryjaiL2B4Q,"[""Gobierno de Guatemala""]",[],"Conferencia de prensa del Gobierno de Guatemala, La Ronda",352,2026-06-16T00:41:24-07:00,2026-06-16T00:41:24-07:00,News & Politics,/@dcaguatemala
THY2YBne3QE,"Los ALUCINANTES autobuses de Guatemala | ""Burras""",Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,guatemala transporte,topic,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@luisitocomunica,hace 7 años,"8,190,449 vistas","Las ""burras"" de Guatemala son toda una cultura. - Música https://soundcloud.com/elbarba/transpira-la-manteca-elbarba * Used ...",https://www.youtube.com/watch?v=THY2YBne3QE,"[""guatemala transporte""]","[""luisitocomunica"", ""luisitocomunicaa"", ""luisito comunica"", ""luisito comunicaa"", ""luisito"", ""comunica"", ""comunicaa"", ""autobus"", ""autobuses"", ""guatemala"", ""tranrporte"", ""publico"", ""burras"", ""ciudad de guatemala"", ""reportaje"", ""documental"", ""documentary""]","Las ""burras"" de Guatemala son toda una cultura.

- Música https://soundcloud.com/elbarba/transpira-la-manteca-elbarba
* Used under a Creative Commons License granted through Soundcloud https://creativecommons.org/licenses/by/3.0/ / Utilizadas bajo una licencia Creative Commons otorgada a través de Soundcloud https://creativecommons.org/licenses/by/3.0/

¡SUSCRÍBETE!

- Twitter https://www.twitter.com/LuisitoComunica
- Facebook http://www.facebook.com/LuisitoComunica
- Instagram http://www.instagram.com/LuisitoComunica",8190449,2019-07-31T14:00:02-07:00,2019-07-31T14:00:02-07:00,Comedy,/@luisitocomunica
TSID63-IC3Y,Operativo Relámpago de -PROVIAL - DGT - DIACO -  en 41 Calle Zona 8 de la ciudad Capital.,PROVIAL-CIV,UCuKuUrmHoNaJJHE27Aac9PQ,Provial Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_plus.csv,/@ProvialOficial_CIV,hace 3 años,332 vistas,El gobierno de Guatemala a través de -PROVIAL- y -DGT- del Ministerio de Comunicaciones Infraestructura y Vivienda en ...,https://www.youtube.com/watch?v=TSID63-IC3Y,"[""Provial Guatemala""]",[],"El gobierno de Guatemala a través de -PROVIAL- y -DGT- del Ministerio de Comunicaciones Infraestructura y Vivienda en conjunto con Dirección de Atención y Asistencia Al Consumidor -DIACO- informan, que debido al compromiso de velar por la seguridad de los usuarios del transporte público, se realizó Operativo relámpago en la 41 calle zona 8 de la ciudad capital, lugar donde se encuentra, parada de trasporte extraurbano, con destino a diferentes puntos del país. Estos operativos se aumentarán durante el mes de diciembre 2022 en puntos estratégicos de las principales rutas nacionales.

-PROVIAL- hace un llamado a la población, para que denuncien cualquier irregularidad, llamando al número 1520, centro de llamadas para información, consultas, emergencias de tránsito o inconvenientes en rutas del país.
PROVIAL, Proteger y servir.",332,2022-12-21T08:21:20-08:00,2022-12-21T08:21:20-08:00,People & Blogs,/@ProvialOficial_CIV
TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@quorumgt/videos,channel,quorum_channel.csv | quorum_complete.csv | youtube_guatemala_plus.csv,/@quorumgt,,,"Una joven maestra decidió romper prejuicios y formar el primer equipo femenino de pelota maya. Sin apoyo del gobierno, la práctica del deporte se convirtió en una forma de empoderamiento y de rescatar la herencia milenar",https://www.youtube.com/watch?v=TT4qJ5FXHYE,"[""@quorumgt/videos""]",[],"Una joven maestra decidió romper prejuicios y formar el primer equipo femenino de pelota maya. Sin apoyo del gobierno, la práctica del deporte se convirtió en una forma de empoderamiento y de rescatar la herencia milenaria de la comunidad.",1075,2022-08-03T05:53:55-07:00,2022-08-03T05:53:55-07:00,News & Politics,/@quorumgt
TTijnAoFnzY,Conred reprograma simulacro nacional para el 24 de febrero,T13 Noticias Guatemala,UCq0Cm-3SKthEySQc2JZBi1A,Conred Guatemala,official_gov,youtube_guatemala_lab.csv,/@T13NoticiasGuatemala,hace 6 meses,200 vistas,"El ejercicio simulará tres fases: sismo premonitor, movimiento principal y réplicas.",https://www.youtube.com/watch?v=TTijnAoFnzY,"[""Conred Guatemala""]","[""Actualidad"", ""CONRED"", ""Canal 3"", ""Chapin TV"", ""Guatemala"", ""INSIVUMEH"", ""Noticias de Guatemala"", ""Noticiero"", ""Simulacro nacional"", ""Sismos"", ""T13 Noticias"", ""prevención"", ""T13"", ""noticias"", ""información""]","El ejercicio simulará tres fases: sismo premonitor, movimiento principal y réplicas.",200,2026-02-19T20:30:17-08:00,2026-02-19T20:30:17-08:00,News & Politics,/@T13NoticiasGuatemala
TXlMv6bt25w,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,guatemala lluvias,topic,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@PrensaLibreOficial,hace 3 semanas,"2,294 vistas","Hasta este jueves 6 de agosto, la Coordinadora Nacional para la Reducción de Desastres (Conred) reporta 1046 emergencias ...",https://www.youtube.com/watch?v=TXlMv6bt25w,"[""guatemala lluvias""]","[""noticias Guatemala"", ""noticias Guatemala en vivo"", ""noticias última hora"", ""Guatemala""]","Hasta este jueves 6 de agosto, la Coordinadora Nacional para la Reducción de Desastres (Conred) reporta 1,046 emergencias atendidas y 42,986 personas afectadas por la temporada de lluvias 2026.
Conozca cuáles son los departamentos más afectados.

Lea más en Prensalibre.com
----------------------------
Busque más información de Guatemala y el mundo en  
https://www.prensalibre.com
https://www.facebook.com/prensalibregt
https://twitter.com/prensa_libre
https://www.instagram.com/prensa_libre
https://www.tiktok.com/@prensalibregt",2294,2026-08-06T11:38:44-07:00,2026-08-06T11:38:44-07:00,News & Politics,/@PrensaLibreOficial
TnZGNY1RsJE,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,HeX4EveR,UCuc8l25EFE17DV8dD64d2AQ,@MunicipalidaddeGuatemala-1551,topic,youtube_target_channels.csv,/@Real_HeX4EveR,Transmitido hace 9 meses,148 vistas,,https://www.youtube.com/watch?v=TnZGNY1RsJE,"[""@MunicipalidaddeGuatemala-1551""]",[],,148,2026-08-10T12:38:27-07:00,2026-08-10T12:38:27-07:00,People & Blogs,/@Real_HeX4EveR
UDFS8gl80h8,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,Conred,UC6SA1dVHvAkc6yNS_t5cbGw,Conred Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@Conred_GT,hace 1 año,521 vistas,La prevención es tarea de todos!,https://www.youtube.com/watch?v=UDFS8gl80h8,"[""Conred Guatemala""]",[],¡La prevención es tarea de todos!,521,2025-07-14T13:34:26-07:00,2025-07-14T13:34:26-07:00,Education,/@Conred_GT
UTf26hS1UJ8,🚦💙 PROVIAL: Proteger y Servir,PROVIAL-CIV,UCuKuUrmHoNaJJHE27Aac9PQ,Provial Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@ProvialOficial_CIV,hace 9 meses,38 vistas,"Ahora, con más vehículos y la XX Promoción de nuevas brigadas, fortalecemos nuestra capacidad de atención y seguimos ...",https://www.youtube.com/watch?v=UTf26hS1UJ8,"[""Provial Guatemala""]",[],"Ahora, con más vehículos y la XX Promoción de nuevas brigadas, fortalecemos nuestra capacidad de atención y seguimos formando líderes comprometidos con la seguridad vial.

Porque capacitar salva vidas, seguimos creciendo para brindarte un servicio más cercano, eficiente y seguro.

Somos PROVIAL, Proteger y Servir.

#SeguridadVial #PROVIAL #BrigadasQueProtegen #TránsitoSeguro #CapacitarSalvaVidas",38,2025-11-07T14:15:44-08:00,2025-11-07T14:15:44-08:00,Education,/@ProvialOficial_CIV
UcvHq8j-J38,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",Ministerio de Finanzas Públicas Guatemala,UCJJ071vIw7Bu8lJmXfiVrKw,Ministerio de Comunicaciones Guatemala,official_gov,youtube_guatemala.csv | youtube_guatemala_lab.csv | youtube_guatemala_plus.csv,/@Minfin-GT,hace 1 año,222 vistas,Video Spot 4.,https://www.youtube.com/watch?v=UcvHq8j-J38,"[""Ministerio de Comunicaciones Guatemala""]",[],Video Spot 4,222,2024-12-04T07:40:26-08:00,2024-12-04T07:40:26-08:00,News & Politics,/@Minfin-GT
UhL9y3KUl8E,SHAI WA: la vecina queer de Casa Presidencial,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@quorumgt/videos,channel,quorum_channel.csv | quorum_complete.csv | youtube_guatemala_plus.csv,/@quorumgt,,,"El Centro Histórico de la ciudad de Guatemala conserva entre sus calles y avenidas expresiones de religiosidad, símbolos de poder político, arquitectura art déco y un lado queer que, contra todo pronóstico, desafía al co",https://www.youtube.com/watch?v=UhL9y3KUl8E,"[""@quorumgt/videos""]",[],"El Centro Histórico de la ciudad de Guatemala conserva entre sus calles y avenidas expresiones de religiosidad, símbolos de poder político, arquitectura art déco y un lado queer que, contra todo pronóstico, desafía al conservadurismo impregnado en la sociedad. 

En la esquina de la sexta avenida y quinta calle se ubica una casa amarilla, que con los años se ha convertido en un espacio seguro para la comunidad LGBTIQ. Colinda con la Casa Presidencial, a pocos metros del Palacio Nacional de la Cultura.

Durante una noche nos sumergimos en ese epicentro de charlas, convivencias y diversión que recibe a la población diversa de Guatemala sin prejuicios.  El nombre de esta “vecina” la componen dos palabras orientales, suficientes para identificarla entre los restaurantes y lugares de ocio de la zona 1: “Shai Wa”.",1755,2023-02-10T12:33:59-08:00,2023-02-10T12:33:59-08:00,News & Politics,/@quorumgt
